C,MaxIter_SLS,Batch_SLS,mu_SLS,K1,K2,MaxIter_Softmax,Batch_Softmax,mu_Softmax,Fscore,Tiempo
10,300,64,0.1,40,2,2500,256,0.1,0.973846153846154,3.5921154022216797
10,300,64,0.1,20,18,2500,32,0.1,0.973846153846154,4.3013975620269775
10,300,64,0.1,20,18,2500,64,0.1,0.991285030758715,3.5567855834960938
10,300,64,0.1,20,18,2500,128,0.1,0.9869281045751634,3.144334554672241
10,300,64,0.1,20,18,2500,256,0.1,0.9651282051282052,2.909742593765259
10,300,64,0.1,20,16,2500,32,0.1,0.9564251537935748,4.429709434509277
10,300,64,0.1,20,16,2500,64,0.1,0.98257006151743,3.546924591064453
10,300,64,0.1,20,16,2500,128,0.1,0.973846153846154,3.1052305698394775
10,300,64,0.1,20,16,2500,256,0.1,0.978209784234138,2.8656468391418457
10,300,64,0.1,20,9,2500,32,0.1,0.9869281045751634,4.182032346725464
10,300,64,0.1,20,9,2500,64,0.1,0.9782135076252724,3.279479503631592
10,300,64,0.1,20,9,2500,128,0.1,0.96078431372549,2.925265073776245
10,300,64,0.1,20,9,2500,256,0.1,0.978209784234138,2.5917279720306396
10,300,64,0.1,20,6,2500,32,0.1,0.9869281045751634,3.9273927211761475
10,300,64,0.1,20,6,2500,64,0.1,0.991285030758715,3.1786551475524902
10,300,64,0.1,20,6,2500,128,0.1,0.9869258705404828,2.659663438796997
10,300,64,0.1,20,6,2500,256,0.1,0.9694780489890138,2.4228076934814453
10,300,64,0.1,20,3,2500,32,0.1,0.973846153846154,3.7330703735351562
10,300,64,0.1,20,3,2500,64,0.1,0.991285030758715,2.9194910526275635
10,300,64,0.1,20,3,2500,128,0.1,0.9782135076252724,2.51822566986084
10,300,64,0.1,20,3,2500,256,0.1,0.9694936979277932,2.3094770908355713
10,300,64,0.1,20,2,2500,32,0.1,0.978209784234138,3.7113146781921387
10,300,64,0.1,20,2,2500,64,0.1,0.9698356600770746,2.9084925651550293
10,300,64,0.1,20,2,2500,128,0.1,0.9694936979277932,2.5583181381225586
10,300,64,0.1,20,2,2500,256,0.1,0.9869258705404828,2.324190378189087
10,300,64,0.1,9,9,2500,32,0.1,0.991285030758715,3.29437518119812
10,300,64,0.1,9,9,2500,64,0.1,0.9956427015250544,2.5447325706481934
10,300,64,0.1,9,9,2500,128,0.1,0.991285030758715,2.170504093170166
10,300,64,0.1,9,9,2500,256,0.1,0.991285030758715,1.9609403610229492
10,300,64,0.1,9,6,2500,32,0.1,0.978209784234138,3.273729085922241
10,300,64,0.1,9,6,2500,64,0.1,0.9781986064207242,2.503176212310791
10,300,64,0.1,9,6,2500,128,0.1,0.9432678731870108,2.102609157562256
10,300,64,0.1,9,6,2500,256,0.1,0.991285030758715,1.9073987007141113
10,300,64,0.1,9,3,2500,32,0.1,0.978209784234138,3.219600200653076
10,300,64,0.1,9,3,2500,64,0.1,0.9520615253151036,2.4720935821533203
10,300,64,0.1,9,3,2500,128,0.1,0.96514012303486,2.1102774143218994
10,300,64,0.1,9,3,2500,256,0.1,0.9564251537935748,1.845618724822998
10,300,64,0.1,9,2,2500,32,0.1,0.9564102564102566,3.2043330669403076
10,300,64,0.1,9,2,2500,64,0.1,0.978209784234138,2.3295865058898926
10,300,64,0.1,9,2,2500,128,0.1,0.973855092276145,2.1272923946380615
10,300,64,0.1,9,2,2500,256,0.1,0.973855092276145,1.8171005249023438
10,300,64,0.1,6,6,2500,32,0.1,0.991285030758715,3.146657705307007
10,300,64,0.1,6,6,2500,64,0.1,0.9869281045751634,2.32004714012146
10,300,64,0.1,6,6,2500,128,0.1,0.991285030758715,1.9469289779663086
10,300,64,0.1,6,6,2500,256,0.1,0.9869281045751634,1.6878647804260254
10,300,64,0.1,6,3,2500,32,0.1,0.978209784234138,3.141903877258301
10,300,64,0.1,6,3,2500,64,0.1,0.9564102564102566,2.1903867721557617
10,300,64,0.1,6,3,2500,128,0.1,0.98257006151743,1.8712449073791504
10,300,64,0.1,6,3,2500,256,0.1,0.9694989106753812,1.669147253036499
10,300,64,0.1,6,2,2500,32,0.1,0.9564251537935748,2.986933469772339
10,300,64,0.1,6,2,2500,64,0.1,0.9651282051282052,2.1971435546875
10,300,64,0.1,6,2,2500,128,0.1,0.978209784234138,1.8044323921203613
10,300,64,0.1,6,2,2500,256,0.1,0.973855092276145,1.5961246490478516
10,300,64,0.1,3,3,2500,32,0.1,0.9869258705404828,2.8087472915649414
10,300,64,0.1,3,3,2500,64,0.1,0.9869281045751634,2.0887880325317383
10,300,64,0.1,3,3,2500,128,0.1,0.9956427015250544,1.7170138359069824
10,300,64,0.1,3,3,2500,256,0.1,0.991285030758715,1.516850471496582
10,300,64,0.1,3,2,2500,32,0.1,0.9869258705404828,2.7951648235321045
10,300,64,0.1,3,2,2500,64,0.1,0.978209784234138,2.157877206802368
10,300,64,0.1,3,2,2500,128,0.1,0.9869258705404828,1.8393604755401611
10,300,64,0.1,3,2,2500,256,0.1,0.991285030758715,1.671032428741455
10,300,128,0.1,40,21,2500,32,0.1,0.9694519317160828,4.890353441238403
10,300,128,0.1,40,21,2500,64,0.1,0.9694936979277932,4.100867748260498
10,300,128,0.1,40,21,2500,128,0.1,0.9741626348175118,3.7091097831726074
10,300,128,0.1,40,21,2500,256,0.1,0.98257006151743,3.454273223876953
10,300,128,0.1,40,18,2500,32,0.1,0.98257006151743,4.861226558685303
10,300,128,0.1,40,18,2500,64,0.1,0.9956427015250544,4.040390491485596
10,300,128,0.1,40,18,2500,128,0.1,0.991285030758715,3.6024699211120605
10,300,128,0.1,40,18,2500,256,0.1,0.9784886815855696,3.306504011154175
10,300,128,0.1,40,16,2500,32,0.1,0.991285030758715,4.6648268699646
10,300,128,0.1,40,16,2500,64,0.1,0.978209784234138,3.8313467502593994
10,300,128,0.1,40,16,2500,128,0.1,0.9956427015250544,3.442627429962158
10,300,128,0.1,40,16,2500,256,0.1,0.991285030758715,3.196906566619873
10,300,128,0.1,40,9,2500,32,0.1,0.9694936979277932,4.465035915374756
10,300,128,0.1,40,9,2500,64,0.1,0.9869258705404828,3.683300256729126
10,300,128,0.1,40,9,2500,128,0.1,0.9869258705404828,3.3307783603668213
10,300,128,0.1,40,9,2500,256,0.1,0.9956427015250544,3.140720844268799
10,300,128,0.1,40,6,2500,32,0.1,0.991285030758715,4.4220640659332275
10,300,128,0.1,40,6,2500,64,0.1,0.9869258705404828,3.6634862422943115
10,300,128,0.1,40,6,2500,128,0.1,0.9782135076252724,3.318450450897217
10,300,128,0.1,40,6,2500,256,0.1,0.9869281045751634,3.1258771419525146
10,300,128,0.1,40,3,2500,32,0.1,0.9782135076252724,4.554761171340942
10,300,128,0.1,40,3,2500,64,0.1,0.9956427015250544,3.9497454166412354
10,300,128,0.1,40,3,2500,128,0.1,0.991285030758715,3.5115926265716553
10,300,128,0.1,40,3,2500,256,0.1,0.991285030758715,3.358293056488037
10,300,128,0.1,40,2,2500,32,0.1,0.98257006151743,4.7108824253082275
10,300,128,0.1,40,2,2500,64,0.1,0.969877888639348,3.9571633338928223
10,300,128,0.1,40,2,2500,128,0.1,0.9956427015250544,3.5437870025634766
10,300,128,0.1,40,2,2500,256,0.1,0.9825641025641024,3.3975489139556885
10,300,128,0.1,20,18,2500,32,0.1,0.991285030758715,4.039292812347412
10,300,128,0.1,20,18,2500,64,0.1,0.9825641025641024,3.2120108604431152
10,300,128,0.1,20,18,2500,128,0.1,0.973855092276145,2.802184820175171
10,300,128,0.1,20,18,2500,256,0.1,0.991285030758715,2.5431711673736572
10,300,128,0.1,20,16,2500,32,0.1,0.9869258705404828,4.154209852218628
10,300,128,0.1,20,16,2500,64,0.1,0.98257006151743,3.1538584232330322
10,300,128,0.1,20,16,2500,128,0.1,0.973846153846154,2.768045663833618
10,300,128,0.1,20,16,2500,256,0.1,0.991285030758715,2.525592565536499
10,300,128,0.1,20,9,2500,32,0.1,0.9738550922761448,3.808563709259033
10,300,128,0.1,20,9,2500,64,0.1,0.9651043448511804,3.0099079608917236
10,300,128,0.1,20,9,2500,128,0.1,0.9655066557480702,2.623842716217041
10,300,128,0.1,20,9,2500,256,0.1,0.9869258705404828,2.3919973373413086
10,300,128,0.1,20,6,2500,32,0.1,0.9871437172099424,3.7272119522094727
10,300,128,0.1,20,6,2500,64,0.1,0.9825641025641024,2.9487760066986084
10,300,128,0.1,20,6,2500,128,0.1,0.9476565172767704,2.6582131385803223
10,300,128,0.1,20,6,2500,256,0.1,0.9782135076252724,2.3750717639923096
10,300,128,0.1,20,3,2500,32,0.1,0.98257006151743,3.766228675842285
10,300,128,0.1,20,3,2500,64,0.1,0.9694780489890138,2.9225826263427734
10,300,128,0.1,20,3,2500,128,0.1,0.991285030758715,2.4251294136047363
10,300,128,0.1,20,3,2500,256,0.1,0.96514012303486,2.2200188636779785
10,300,128,0.1,20,2,2500,32,0.1,0.9825641025641024,3.4861092567443848
10,300,128,0.1,20,2,2500,64,0.1,0.98257006151743,2.760637044906616
10,300,128,0.1,20,2,2500,128,0.1,0.9781986064207242,2.3876919746398926
10,300,128,0.1,20,2,2500,256,0.1,0.973846153846154,2.220123767852783
10,300,128,0.1,9,9,2500,32,0.1,0.9956427015250544,3.230056047439575
10,300,128,0.1,9,9,2500,64,0.1,0.9956419568468275,2.467900276184082
10,300,128,0.1,9,9,2500,128,0.1,0.9956427015250544,2.093651056289673
10,300,128,0.1,9,9,2500,256,0.1,0.991285030758715,1.888979434967041
10,300,128,0.1,9,6,2500,32,0.1,0.9738550922761448,3.2798235416412354
10,300,128,0.1,9,6,2500,64,0.1,0.9651282051282052,2.43461537361145
10,300,128,0.1,9,6,2500,128,0.1,0.991285030758715,2.036302328109741
10,300,128,0.1,9,6,2500,256,0.1,0.9694989106753812,1.8138861656188965
10,300,128,0.1,9,3,2500,32,0.1,0.978209784234138,3.171865940093994
10,300,128,0.1,9,3,2500,64,0.1,0.973846153846154,2.4046146869659424
10,300,128,0.1,9,3,2500,128,0.1,0.9564251537935748,2.0363636016845703
10,300,128,0.1,9,3,2500,256,0.1,0.9869281045751634,1.801358938217163
10,300,128,0.1,9,2,2500,32,0.1,0.943355119825708,3.127148151397705
10,300,128,0.1,9,2,2500,64,0.1,0.9781986064207242,2.3829522132873535
10,300,128,0.1,9,2,2500,128,0.1,0.952069716775599,1.9856736660003662
10,300,128,0.1,9,2,2500,256,0.1,0.991285030758715,1.777489423751831
10,300,128,0.1,6,6,2500,32,0.1,0.9869258705404828,3.1394786834716797
10,300,128,0.1,6,6,2500,64,0.1,0.9869258705404828,2.356079578399658
10,300,128,0.1,6,6,2500,128,0.1,0.991285030758715,1.881333827972412
10,300,128,0.1,6,6,2500,256,0.1,0.991285030758715,1.715430736541748
10,300,128,0.1,6,3,2500,32,0.1,0.98257006151743,3.027401924133301
10,300,128,0.1,6,3,2500,64,0.1,0.9607776116214484,2.2727036476135254
10,300,128,0.1,6,3,2500,128,0.1,0.9869281045751634,1.8867466449737549
10,300,128,0.1,6,3,2500,256,0.1,0.9869258705404828,1.6864709854125977
10,300,128,0.1,6,2,2500,32,0.1,0.973855092276145,2.9829626083374023
10,300,128,0.1,6,2,2500,64,0.1,0.9694989106753812,2.2050139904022217
10,300,128,0.1,6,2,2500,128,0.1,0.9036413603572656,1.7747924327850342
10,300,128,0.1,6,2,2500,256,0.1,0.991285030758715,1.5925233364105225
10,300,128,0.1,3,3,2500,32,0.1,0.991285030758715,2.8402762413024902
10,300,128,0.1,3,3,2500,64,0.1,0.9869258705404828,2.1154096126556396
10,300,128,0.1,3,3,2500,128,0.1,0.991285030758715,1.6877076625823975
10,300,128,0.1,3,3,2500,256,0.1,0.991285030758715,1.4861195087432861
10,300,128,0.1,3,2,2500,32,0.1,0.991285030758715,2.7998297214508057
10,300,128,0.1,3,2,2500,64,0.1,0.991285030758715,2.0457558631896973
10,300,128,0.1,3,2,2500,128,0.1,0.991285030758715,1.6572659015655518
10,300,128,0.1,3,2,2500,256,0.1,0.991285030758715,1.4748921394348145
10,300,256,0.1,40,21,2500,32,0.1,0.9782135076252724,4.567387104034424
10,300,256,0.1,40,21,2500,64,0.1,0.9915655641599198,3.8063085079193115
10,300,256,0.1,40,21,2500,128,0.1,0.9696147700174546,3.447263479232788
10,300,256,0.1,40,21,2500,256,0.1,0.9785748259822734,3.22357439994812
10,300,256,0.1,40,18,2500,32,0.1,0.991285030758715,4.515834331512451
10,300,256,0.1,40,18,2500,64,0.1,0.978209784234138,3.780005931854248
10,300,256,0.1,40,18,2500,128,0.1,0.9825521724255902,3.4244015216827393
10,300,256,0.1,40,18,2500,256,0.1,0.98257006151743,3.167267084121704
10,300,256,0.1,40,16,2500,32,0.1,0.9606768044549154,4.618723154067993
10,300,256,0.1,40,16,2500,64,0.1,0.9912820512820512,3.7400197982788086
10,300,256,0.1,40,16,2500,128,0.1,0.9825641025641024,3.399348735809326
10,300,256,0.1,40,16,2500,256,0.1,0.991285030758715,3.21901535987854
10,300,256,0.1,40,9,2500,32,0.1,0.98257006151743,4.762140989303589
10,300,256,0.1,40,9,2500,64,0.1,0.9869191638524346,3.95159912109375
10,300,256,0.1,40,9,2500,128,0.1,0.9869191638524346,3.636784553527832
10,300,256,0.1,40,9,2500,256,0.1,0.98257006151743,3.4278674125671387
10,300,256,0.1,40,6,2500,32,0.1,0.9956419568468275,4.559601545333862
10,300,256,0.1,40,6,2500,64,0.1,0.9869281045751634,3.7567100524902344
10,300,256,0.1,40,6,2500,128,0.1,0.9869281045751634,3.4078152179718018
10,300,256,0.1,40,6,2500,256,0.1,0.991285030758715,3.1643855571746826
10,300,256,0.1,40,3,2500,32,0.1,0.7232772653282691,4.620720148086548
10,300,256,0.1,40,3,2500,64,0.1,0.9869258705404828,3.745572566986084
10,300,256,0.1,40,3,2500,128,0.1,0.9738013698630136,3.3527672290802
10,300,256,0.1,40,3,2500,256,0.1,0.7728500355366027,3.107790231704712
10,300,256,0.1,40,2,2500,32,0.1,0.9869258705404828,4.498987674713135
10,300,256,0.1,40,2,2500,64,0.1,0.9784886815855696,3.7229065895080566
10,300,256,0.1,40,2,2500,128,0.1,0.9612522426608308,3.3151094913482666
10,300,256,0.1,40,2,2500,256,0.1,0.9869258705404828,3.08139967918396
10,300,256,0.1,20,18,2500,32,0.1,0.991285030758715,3.879833698272705
10,300,256,0.1,20,18,2500,64,0.1,0.991285030758715,3.0975711345672607
10,300,256,0.1,20,18,2500,128,0.1,0.978209784234138,2.8459434509277344
10,300,256,0.1,20,18,2500,256,0.1,0.991285030758715,2.532552480697632
10,300,256,0.1,20,16,2500,32,0.1,0.991285030758715,3.8973758220672607
10,300,256,0.1,20,16,2500,64,0.1,0.9869258705404828,3.049736499786377
10,300,256,0.1,20,16,2500,128,0.1,0.9694780489890138,2.7321791648864746
10,300,256,0.1,20,16,2500,256,0.1,0.9694519317160828,2.492053270339966
10,300,256,0.1,20,9,2500,32,0.1,0.9781986064207242,3.9895310401916504
10,300,256,0.1,20,9,2500,64,0.1,0.973855092276145,3.5449764728546143
10,300,256,0.1,20,9,2500,128,0.1,0.9694780489890138,3.18058443069458
10,300,256,0.1,20,9,2500,256,0.1,0.9651043448511804,2.8972630500793457
10,300,256,0.1,20,6,2500,32,0.1,0.9869258705404828,4.5102620124816895
10,300,256,0.1,20,6,2500,64,0.1,0.9825641025641024,3.5193045139312744
10,300,256,0.1,20,6,2500,128,0.1,0.9388698630136988,3.089266538619995
10,300,256,0.1,20,6,2500,256,0.1,0.991285030758715,2.8359317779541016
10,300,256,0.1,20,3,2500,32,0.1,0.9781986064207242,4.634872674942017
10,300,256,0.1,20,3,2500,64,0.1,0.9651282051282052,3.743891477584839
10,300,256,0.1,20,3,2500,128,0.1,0.9782135076252724,3.3180689811706543
10,300,256,0.1,20,3,2500,256,0.1,0.960723912206392,2.9528772830963135
10,300,256,0.1,20,2,2500,32,0.1,0.98257006151743,4.521742820739746
10,300,256,0.1,20,2,2500,64,0.1,0.9694989106753812,3.524904251098633
10,300,256,0.1,20,2,2500,128,0.1,0.9869258705404828,3.1735095977783203
10,300,256,0.1,20,2,2500,256,0.1,0.98257006151743,2.768181324005127
10,300,256,0.1,9,9,2500,32,0.1,0.9956427015250544,4.192469120025635
10,300,256,0.1,9,9,2500,64,0.1,1.0,3.3614614009857178
10,300,256,0.1,9,9,2500,128,0.1,0.9956427015250544,2.749363660812378
10,300,256,0.1,9,9,2500,256,0.1,0.991285030758715,2.421417236328125
10,300,256,0.1,9,6,2500,32,0.1,0.9869281045751634,4.020871877670288
10,300,256,0.1,9,6,2500,64,0.1,0.991285030758715,3.0352237224578857
10,300,256,0.1,9,6,2500,128,0.1,0.9607776116214484,2.6150128841400146
10,300,256,0.1,9,6,2500,256,0.1,0.98257006151743,2.312034845352173
10,300,256,0.1,9,3,2500,32,0.1,0.9694989106753812,3.882473945617676
10,300,256,0.1,9,3,2500,64,0.1,0.973846153846154,2.984961986541748
10,300,256,0.1,9,3,2500,128,0.1,0.9519958926967012,2.541883707046509
10,300,256,0.1,9,3,2500,256,0.1,0.9738550922761448,2.2685365676879883
10,300,256,0.1,9,2,2500,32,0.1,0.9564102564102562,3.9521515369415283
10,300,256,0.1,9,2,2500,64,0.1,0.991285030758715,2.9297893047332764
10,300,256,0.1,9,2,2500,128,0.1,0.98257006151743,2.501466751098633
10,300,256,0.1,9,2,2500,256,0.1,0.9782135076252724,2.2291698455810547
10,300,256,0.1,6,6,2500,32,0.1,0.991285030758715,3.767448902130127
10,300,256,0.1,6,6,2500,64,0.1,0.991285030758715,2.891470432281494
10,300,256,0.1,6,6,2500,128,0.1,0.991285030758715,2.4018123149871826
10,300,256,0.1,6,6,2500,256,0.1,0.991285030758715,2.112391710281372
10,300,256,0.1,6,3,2500,32,0.1,0.991285030758715,3.66632342338562
10,300,256,0.1,6,3,2500,64,0.1,0.991285030758715,2.8200998306274414
10,300,256,0.1,6,3,2500,128,0.1,0.9869281045751634,2.4933271408081055
10,300,256,0.1,6,3,2500,256,0.1,0.991285030758715,2.0710926055908203
10,300,256,0.1,6,2,2500,32,0.1,0.973846153846154,3.76981258392334
10,300,256,0.1,6,2,2500,64,0.1,0.991285030758715,2.814655065536499
10,300,256,0.1,6,2,2500,128,0.1,0.9782135076252724,2.355987548828125
10,300,256,0.1,6,2,2500,256,0.1,0.9956427015250544,2.060271739959717
10,300,256,0.1,3,3,2500,32,0.1,0.991285030758715,3.556370496749878
10,300,256,0.1,3,3,2500,64,0.1,0.991285030758715,2.6549594402313232
10,300,256,0.1,3,3,2500,128,0.1,0.991285030758715,2.185434103012085
10,300,256,0.1,3,3,2500,256,0.1,0.991285030758715,1.9376494884490967
10,300,256,0.1,3,2,2500,32,0.1,0.991285030758715,3.5728976726531982
10,300,256,0.1,3,2,2500,64,0.1,0.991285030758715,2.6690547466278076
10,300,256,0.1,3,2,2500,128,0.1,0.991285030758715,2.175241470336914
10,300,256,0.1,3,2,2500,256,0.1,0.991285030758715,1.9138400554656982
